Latitude,Longitude,Species,SeasonStartMonth,SeasonEndMonth
34.28445806,-118.42418247,cherry plum (Prunus cerasifera),5,7
33.99571250,-118.46810080,olive (Olea europaea),9,11
33.99573792,-118.46804947,olive (Olea europaea),9,11
33.99369585,-118.47168656,citrus (Citrus spp.),11,4
34.23681248,-118.42736365,guava (Psidium guajava),8,11
34.23686272,-118.42728846,edible loquat (Eriobotrya japonica),3,5
34.11896584,-118.24233570,edible loquat (Eriobotrya japonica),3,5
34.11922769,-118.24195391,cherimoya (Annona cherimola),11,3
34.16508155,-118.43019654,lemon (Citrus limon),11,4
34.18010324,-118.52458841,edible fig (Ficus carica),6,9
34.18011664,-118.52343934,edible fig (Ficus carica),6,9
34.23925401,-118.47370170,apple (Malus domestica),8,10
34.20623077,-118.53816978,cherry plum (Prunus cerasifera),5,7
33.78824231,-118.26132585,cherry plum (Prunus cerasifera),5,7
34.04209040,-118.53581081,cherry plum (Prunus cerasifera),5,7
33.78669851,-118.26121525,white mulberry (Morus alba),4,6
34.04079519,-118.53661031,olive (Olea europaea),9,11
34.04090037,-118.53661750,olive (Olea europaea),9,11
34.04202185,-118.53551975,cherry plum (Prunus cerasifera),5,7
34.04203606,-118.53557994,cherry plum (Prunus cerasifera),5,7
34.08565874,-118.25858892,southern California black walnut (Juglans californica),9,10
33.99079369,-118.46983443,cherry plum (Prunus cerasifera),5,7
34.01945054,-118.19768326,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.18242971,-118.36147578,citrus (Citrus spp.),11,4
34.21989785,-118.52621940,white sapote (Casimiroa edulis),11,3
34.15002518,-118.36137125,avocado (Persea americana),10,5
34.16592904,-118.36871008,citrus (Citrus spp.),11,4
34.04410836,-118.51018277,olive (Olea europaea),9,11
34.21873509,-118.61361580,peach (Prunus persica),5,8
34.21873955,-118.61321188,cherry plum (Prunus cerasifera),5,7
34.04386793,-118.51026542,olive (Olea europaea),9,11
34.14454814,-118.36131293,citrus (Citrus spp.),11,4
34.09080250,-118.25546907,orange (Citrus sinensis),12,4
34.05348165,-118.30848534,apricot (Prunus armeniaca),5,6
34.17427688,-118.36804367,olive (Olea europaea),9,11
34.16393357,-118.38741892,orange (Citrus sinensis),12,4
34.28442146,-118.40861317,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.17390352,-118.40188991,pomegranate (Punica granatum),9,11
34.17421506,-118.39535652,citrus (Citrus spp.),11,4
34.03367605,-118.37438989,citrus (Citrus spp.),11,4
34.22334120,-118.48613171,avocado (Persea americana),10,5
34.28269683,-118.42425902,white mulberry (Morus alba),4,6
34.28524115,-118.42131546,edible loquat (Eriobotrya japonica),3,5
33.99569008,-118.46075633,cherry plum (Prunus cerasifera),5,7
34.28387877,-118.40935371,edible loquat (Eriobotrya japonica),3,5
34.15836067,-118.48243197,citrus (Citrus spp.),11,4
34.08558006,-118.28595201,cherry plum (Prunus cerasifera),5,7
34.08558380,-118.28599416,cherry plum (Prunus cerasifera),5,7
34.28265092,-118.42485683,lemon (Citrus limon),11,4
34.18215410,-118.38790074,lemon (Citrus limon),11,4
34.17974193,-118.38771307,black mulberry (Morus nigra),4,6
33.99702163,-118.46043435,cherry plum (Prunus cerasifera),5,7
33.83711331,-118.30285006,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
33.83791339,-118.30271159,apricot (Prunus armeniaca),5,6
33.78859276,-118.27190126,avocado (Persea americana),10,5
33.78173792,-118.25269315,guava (Psidium guajava),8,11
34.00751007,-118.30337597,edible loquat (Eriobotrya japonica),3,5
34.14688775,-118.48649400,pomegranate (Punica granatum),9,11
34.06674456,-118.18103834,edible loquat (Eriobotrya japonica),3,5
33.94980770,-118.23410345,guava (Psidium guajava),8,11
33.94984745,-118.23410345,white mulberry (Morus alba),4,6
34.00774314,-118.26125890,avocado (Persea americana),10,5
34.00607116,-118.26081165,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
33.96770454,-118.25864507,apple (Malus domestica),8,10
34.16899365,-118.45520987,pomegranate (Punica granatum),9,11
34.06690818,-118.18122801,calamansi; calamondin (x Citrofortunella microcarpa),11,4
34.16981547,-118.38403620,pomegranate (Punica granatum),9,11
33.72929361,-118.31964788,orange (Citrus sinensis),12,4
34.09107605,-118.23311269,peach (Prunus persica),5,8
34.09099883,-118.23301478,rose apple (Syzygium jambos),6,8
33.72930551,-118.32020757,cherry plum (Prunus cerasifera),5,7
34.23381305,-118.41404078,edible fig (Ficus carica),6,9
34.08354397,-118.28933720,lemon (Citrus limon),11,4
34.17023316,-118.38456413,avocado (Persea americana),10,5
34.16955637,-118.42451372,Mexican lime (Citrus x aurantiifolia),7,10
33.99838446,-118.45526084,guava (Psidium guajava),8,11
34.23053263,-118.57842523,white mulberry (Morus alba),4,6
34.16380314,-118.47717202,avocado (Persea americana),10,5
34.18207439,-118.42689638,cherry plum (Prunus cerasifera),5,7
34.18222426,-118.38053474,edible fig (Ficus carica),6,9
34.18257014,-118.45676384,edible loquat (Eriobotrya japonica),3,5
34.24383859,-118.44495004,cherry plum (Prunus cerasifera),5,7
34.24340653,-118.44467124,cherry plum (Prunus cerasifera),5,7
34.15377112,-118.43250165,Mexican lime (Citrus x aurantiifolia),7,10
34.23824604,-118.44125870,ice cream bean tree (Inga edulis),1,12
34.00668505,-118.24790471,white sapote (Casimiroa edulis),11,3
33.99530062,-118.46164988,olive (Olea europaea),9,11
33.99527978,-118.46166137,olive (Olea europaea),9,11
34.15333540,-118.41235865,cherry plum (Prunus cerasifera),5,7
34.27790084,-118.42627728,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.28111493,-118.42186082,olive (Olea europaea),9,11
34.15147092,-118.47761998,edible loquat (Eriobotrya japonica),3,5
34.18483028,-118.36457125,peach (Prunus persica),5,8
34.18132687,-118.36443471,citrus (Citrus spp.),11,4
34.15687448,-118.47228542,citrus (Citrus spp.),11,4
34.16970370,-118.36452103,cherry plum (Prunus cerasifera),5,7
33.83301792,-118.30371534,guava (Psidium guajava),8,11
33.83318525,-118.30396347,edible loquat (Eriobotrya japonica),3,5
34.07466356,-118.29305418,olive (Olea europaea),9,11
33.99308294,-118.24882187,citrus (Citrus spp.),11,4
33.99296139,-118.25373530,edible loquat (Eriobotrya japonica),3,5
33.99256697,-118.26143315,guava (Psidium guajava),8,11
33.99579731,-118.24585914,edible loquat (Eriobotrya japonica),3,5
34.00664520,-118.26982633,edible loquat (Eriobotrya japonica),3,5
34.08702361,-118.17069318,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.00114333,-118.27088305,edible loquat (Eriobotrya japonica),3,5
34.00911767,-118.26887343,guava (Psidium guajava),8,11
33.99498839,-118.45929312,cherry plum (Prunus cerasifera),5,7
33.99495791,-118.45922973,cherry plum (Prunus cerasifera),5,7
34.00757937,-118.24688251,strawberry guava (Psidium cattleyanum),9,12
34.00762429,-118.24720615,edible loquat (Eriobotrya japonica),3,5
34.00015446,-118.25129686,edible loquat (Eriobotrya japonica),3,5
33.99795739,-118.25401708,cherry plum (Prunus cerasifera),5,7
34.00061110,-118.26791802,guava (Psidium guajava),8,11
34.00015156,-118.24706501,cherry plum (Prunus cerasifera),5,7
34.25389145,-118.43722241,edible fig (Ficus carica),6,9
34.24727660,-118.43003287,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
33.99653163,-118.26449549,edible loquat (Eriobotrya japonica),3,5
33.99651454,-118.26620026,lemon (Citrus limon),11,4
34.00102736,-118.24253632,edible loquat (Eriobotrya japonica),3,5
34.14875278,-118.38440852,citrus (Citrus spp.),11,4
34.15296818,-118.38454394,citrus (Citrus spp.),11,4
33.99349068,-118.25990445,edible loquat (Eriobotrya japonica),3,5
33.99329173,-118.27166429,edible loquat (Eriobotrya japonica),3,5
33.99385083,-118.24650357,guava (Psidium guajava),8,11
33.99968654,-118.26848790,cherry plum (Prunus cerasifera),5,7
33.99922803,-118.26977399,white sapote (Casimiroa edulis),11,3
33.99932178,-118.27254942,fig species (Ficus spp.),6,9
33.99948106,-118.24987563,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.20474484,-118.58985346,citrus (Citrus spp.),11,4
34.19494980,-118.54380513,white mulberry (Morus alba),4,6
34.17394509,-118.36962245,white mulberry (Morus alba),4,6
34.02391619,-118.40822077,olive (Olea europaea),9,11
34.00579315,-118.26109801,edible loquat (Eriobotrya japonica),3,5
34.00574042,-118.26988365,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.00489036,-118.24824840,cherry plum (Prunus cerasifera),5,7
34.12175827,-118.26618997,citrus (Citrus spp.),11,4
34.00360830,-118.26877456,cherry plum (Prunus cerasifera),5,7
34.08486515,-118.19738832,citrus (Citrus spp.),11,4
34.00330738,-118.26641154,edible loquat (Eriobotrya japonica),3,5
34.17278530,-118.36925167,guava (Psidium guajava),8,11
34.14462841,-118.45571432,edible fig (Ficus carica),6,9
34.19678109,-118.40772850,peach (Prunus persica),5,8
34.19008657,-118.43790949,lemon (Citrus limon),11,4
34.18954545,-118.43789752,apple (Malus domestica),8,10
34.01015628,-118.26640166,guava (Psidium guajava),8,11
34.01658747,-118.27235744,edible loquat (Eriobotrya japonica),3,5
34.00101854,-118.27156344,sweet cherry (Prunus avium),5,6
34.21493232,-118.58276817,cherry plum (Prunus cerasifera),5,7
34.01204614,-118.25326653,edible loquat (Eriobotrya japonica),3,5
34.01204201,-118.25354960,edible loquat (Eriobotrya japonica),3,5
34.01276427,-118.25275528,citrus (Citrus spp.),11,4
34.01286593,-118.25355673,guava (Psidium guajava),8,11
34.01671642,-118.27263460,edible loquat (Eriobotrya japonica),3,5
34.01667937,-118.27255592,edible loquat (Eriobotrya japonica),3,5
34.00832334,-118.26095907,guava (Psidium guajava),8,11
34.00815742,-118.26426649,edible loquat (Eriobotrya japonica),3,5
34.00815493,-118.26425144,cherimoya (Annona cherimola),11,3
34.00199442,-118.26988052,cherimoya (Annona cherimola),11,3
34.00469738,-118.27113731,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.00165674,-118.26687466,edible loquat (Eriobotrya japonica),3,5
34.00607229,-118.24098641,lemon (Citrus limon),11,4
34.00165526,-118.26684248,pecan (Carya illinoinensis),9,11
34.00168452,-118.26366513,guava (Psidium guajava),8,11
34.00559528,-118.24411125,avocado (Persea americana),10,5
34.00199192,-118.26992567,guava (Psidium guajava),8,11
34.00166974,-118.26476963,edible loquat (Eriobotrya japonica),3,5
34.00025729,-118.27036071,cherry plum (Prunus cerasifera),5,7
34.18870235,-118.49920919,cherry plum (Prunus cerasifera),5,7
34.15562367,-118.35284822,olive (Olea europaea),9,11
33.78793529,-118.25601404,guava (Psidium guajava),8,11
34.15936083,-118.40451409,cherry plum (Prunus cerasifera),5,7
34.15936083,-118.40447815,cherry plum (Prunus cerasifera),5,7
34.15935124,-118.40438893,cherry plum (Prunus cerasifera),5,7
34.15565317,-118.35284394,olive (Olea europaea),9,11
34.15842512,-118.35300147,strawberry guava (Psidium cattleyanum),9,12
34.04437758,-118.19767141,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.00203491,-118.46449084,Mandarin orange (Citrus reticulata),11,3
33.99972264,-118.46884185,olive (Olea europaea),9,11
34.11208993,-118.25885357,guava (Psidium guajava),8,11
34.15934658,-118.39746191,lemon (Citrus limon),11,4
34.15935817,-118.47203152,white mulberry (Morus alba),4,6
34.21171612,-118.59572168,peach (Prunus persica),5,8
33.79670553,-118.28052101,guava (Psidium guajava),8,11
34.16583793,-118.41815650,cherry plum (Prunus cerasifera),5,7
34.15070469,-118.49563596,cherry plum (Prunus cerasifera),5,7
34.15091145,-118.49564880,cherry plum (Prunus cerasifera),5,7
34.15082789,-118.49563853,cherry plum (Prunus cerasifera),5,7
33.93621824,-118.25192177,Japanese edible plum (Prunus salicina),6,8
34.16010395,-118.41809441,cherry plum (Prunus cerasifera),5,7
34.09533262,-118.30571479,olive (Olea europaea),9,11
33.99974510,-118.46879978,olive (Olea europaea),9,11
33.99209381,-118.24548846,cherry plum (Prunus cerasifera),5,7
34.26748488,-118.41865521,white mulberry (Morus alba),4,6
33.99977170,-118.46876057,olive (Olea europaea),9,11
34.09535564,-118.30571479,olive (Olea europaea),9,11
34.09547979,-118.29520090,olive (Olea europaea),9,11
34.08414011,-118.17998004,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.16584926,-118.41815736,cherry plum (Prunus cerasifera),5,7
34.24022191,-118.43599009,almond (Prunus dulcis),8,9
34.21141607,-118.39535652,pomegranate (Punica granatum),9,11
34.21928114,-118.45767793,pomegranate (Punica granatum),9,11
34.18833083,-118.53941750,edible loquat (Eriobotrya japonica),3,5
34.21931458,-118.52141516,olive (Olea europaea),9,11
34.21908993,-118.52058114,white mulberry (Morus alba),4,6
34.21952011,-118.50714733,edible loquat (Eriobotrya japonica),3,5
34.16589740,-118.41815992,cherry plum (Prunus cerasifera),5,7
34.18413535,-118.38131199,apricot (Prunus armeniaca),5,6
34.08584150,-118.18946035,cherry plum (Prunus cerasifera),5,7
34.05014036,-118.19940431,olive (Olea europaea),9,11
34.05058887,-118.20120716,avocado (Persea americana),10,5
34.05056819,-118.20117578,guava (Psidium guajava),8,11
34.21526011,-118.58714855,edible loquat (Eriobotrya japonica),3,5
34.28381548,-118.41600532,white mulberry (Morus alba),4,6
34.16592147,-118.41816334,cherry plum (Prunus cerasifera),5,7
34.16593492,-118.41816163,cherry plum (Prunus cerasifera),5,7
34.26488114,-118.42229022,olive (Olea europaea),9,11
34.21518587,-118.41614798,white mulberry (Morus alba),4,6
34.18996555,-118.41754401,guava (Psidium guajava),8,11
34.26307119,-118.42056347,white mulberry (Morus alba),4,6
34.20698797,-118.38129323,avocado (Persea americana),10,5
34.26958452,-118.43529573,cherry plum (Prunus cerasifera),5,7
34.27641301,-118.42547894,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.08321122,-118.19362006,black walnut (Juglans nigra),9,10
34.20650439,-118.52438244,white mulberry (Morus alba),4,6
34.03275983,-118.20556165,peach (Prunus persica),5,8
34.20352264,-118.52397822,apple (Malus domestica),8,10
34.03183794,-118.20374626,edible loquat (Eriobotrya japonica),3,5
33.99798061,-118.46608246,olive (Olea europaea),9,11
34.21299232,-118.52907693,edible loquat (Eriobotrya japonica),3,5
33.88549126,-118.28622835,cherry plum (Prunus cerasifera),5,7
34.17645058,-118.44428819,white mulberry (Morus alba),4,6
34.20032979,-118.44259659,cherry plum (Prunus cerasifera),5,7
34.20023562,-118.44288720,white mulberry (Morus alba),4,6
34.20009847,-118.55941343,edible loquat (Eriobotrya japonica),3,5
34.02070795,-118.20471249,peach (Prunus persica),5,8
34.11725734,-118.26441473,edible loquat (Eriobotrya japonica),3,5
34.07764173,-118.20198191,citrus (Citrus spp.),11,4
34.17770875,-118.41179535,cherry plum (Prunus cerasifera),5,7
34.17697728,-118.41178537,apple (Malus domestica),8,10
33.82326316,-118.30616403,citrus (Citrus spp.),11,4
34.24332801,-118.43312453,cherry plum (Prunus cerasifera),5,7
34.18484380,-118.41216130,olive (Olea europaea),9,11
34.17665448,-118.37664596,cherry plum (Prunus cerasifera),5,7
34.19125650,-118.41200798,edible loquat (Eriobotrya japonica),3,5
34.16162301,-118.47515408,peach (Prunus persica),5,8
34.16265848,-118.47537176,olive (Olea europaea),9,11
33.99459066,-118.44815341,peach (Prunus persica),5,8
33.99899022,-118.45153628,olive (Olea europaea),9,11
34.18230044,-118.41173741,white mulberry (Morus alba),4,6
34.21067473,-118.41235236,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.21212542,-118.41385867,edible loquat (Eriobotrya japonica),3,5
33.99152976,-118.46711258,European edible plum (Prunus domestica),6,8
34.08977867,-118.32580086,cherry plum (Prunus cerasifera),5,7
33.72547448,-118.30887495,peach (Prunus persica),5,8
34.17665684,-118.37673295,cherry plum (Prunus cerasifera),5,7
34.17625842,-118.40138854,orange (Citrus sinensis),12,4
34.17653281,-118.40003482,cherry plum (Prunus cerasifera),5,7
34.08412091,-118.17998992,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.12276541,-118.26517563,edible loquat (Eriobotrya japonica),3,5
34.19531506,-118.52162291,olive (Olea europaea),9,11
33.79561632,-118.26741196,cherry plum (Prunus cerasifera),5,7
33.71537415,-118.30904532,olive (Olea europaea),9,11
34.25805483,-118.43997299,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.26081435,-118.43648306,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.26406498,-118.43178292,white mulberry (Morus alba),4,6
34.00788123,-118.25221159,guava (Psidium guajava),8,11
34.26801680,-118.42725929,white mulberry (Morus alba),4,6
34.15314510,-118.47220114,olive (Olea europaea),9,11
33.95293254,-118.24081635,edible loquat (Eriobotrya japonica),3,5
34.11671711,-118.18531064,peach (Prunus persica),5,8
34.12211911,-118.21067727,edible loquat (Eriobotrya japonica),3,5
34.21369899,-118.52341821,cherry plum (Prunus cerasifera),5,7
34.21872592,-118.52185473,cherry plum (Prunus cerasifera),5,7
34.12496306,-118.23316030,apricot (Prunus armeniaca),5,6
34.02686638,-118.40594368,olive (Olea europaea),9,11
33.99718256,-118.45350528,olive (Olea europaea),9,11
33.99709554,-118.45356701,avocado (Persea americana),10,5
33.99889470,-118.46600731,cherry plum (Prunus cerasifera),5,7
33.98857953,-118.45909567,cherry plum (Prunus cerasifera),5,7
34.04883778,-118.22060366,edible loquat (Eriobotrya japonica),3,5
33.99887917,-118.46603194,cherry plum (Prunus cerasifera),5,7
33.99580160,-118.45447306,edible fig (Ficus carica),6,9
34.08136697,-118.20873991,Black cherry (Prunus serotina),7,8
34.00352439,-118.46288957,olive (Olea europaea),9,11
34.16085340,-118.47590876,citrus (Citrus spp.),11,4
34.19843552,-118.41605443,citrus (Citrus spp.),11,4
34.23887665,-118.41955160,guava (Psidium guajava),8,11
34.16040654,-118.41878446,olive (Olea europaea),9,11
34.23547702,-118.42340015,guava (Psidium guajava),8,11
34.23572650,-118.42322815,cherry plum (Prunus cerasifera),5,7
34.00359783,-118.24546258,white mulberry (Morus alba),4,6
34.08736357,-118.21611298,white mulberry (Morus alba),4,6
33.98933352,-118.45770877,cherry plum (Prunus cerasifera),5,7
34.11129847,-118.23370468,peach (Prunus persica),5,8
34.06383051,-118.18609998,lemon (Citrus limon),11,4
34.06342898,-118.18621969,avocado (Persea americana),10,5
34.07890837,-118.17485930,guava (Psidium guajava),8,11
34.15014675,-118.53079833,edible fig (Ficus carica),6,9
34.16285605,-118.49584764,avocado (Persea americana),10,5
34.16032099,-118.48658739,pineapple guava; feijoa (Acca sellowiana),10,12
34.06948313,-118.17297439,avocado (Persea americana),10,5
34.22488786,-118.44526360,citrus (Citrus spp.),11,4
34.16045580,-118.38377247,peach (Prunus persica),5,8
34.19265627,-118.45317616,pecan (Carya illinoinensis),9,11
34.17756711,-118.45300861,citrus (Citrus spp.),11,4
33.98952508,-118.45393831,olive (Olea europaea),9,11
33.98957474,-118.45390836,olive (Olea europaea),9,11
33.98954707,-118.45392462,olive (Olea europaea),9,11
34.21314510,-118.52517461,edible loquat (Eriobotrya japonica),3,5
34.18871675,-118.43897841,edible loquat (Eriobotrya japonica),3,5
34.08921186,-118.18985795,papaya (Carica papaya),1,12
34.19150032,-118.43897261,edible loquat (Eriobotrya japonica),3,5
34.11492014,-118.25063425,avocado (Persea americana),10,5
34.22503938,-118.45856319,edible loquat (Eriobotrya japonica),3,5
34.06809374,-118.22047108,avocado (Persea americana),10,5
34.07387125,-118.17481915,peach (Prunus persica),5,8
34.09170873,-118.30116134,lemon (Citrus limon),11,4
34.12254287,-118.26233560,olive (Olea europaea),9,11
34.12257970,-118.26236897,olive (Olea europaea),9,11
34.07784255,-118.30226039,avocado (Persea americana),10,5
34.08736478,-118.30179822,avocado (Persea americana),10,5
34.08745956,-118.30178928,edible loquat (Eriobotrya japonica),3,5
34.09326178,-118.30117301,lemon (Citrus limon),11,4
34.09335389,-118.30117443,lemon (Citrus limon),11,4
34.09376726,-118.30117978,cherry plum (Prunus cerasifera),5,7
34.04876761,-118.20439524,cherry plum (Prunus cerasifera),5,7
34.09289629,-118.30130670,guava (Psidium guajava),8,11
34.14320667,-118.20643453,mango (Mangifera indica),7,9
34.19287281,-118.56109304,cherry plum (Prunus cerasifera),5,7
34.19286908,-118.56104702,cherry plum (Prunus cerasifera),5,7
34.14624632,-118.49497397,cherry plum (Prunus cerasifera),5,7
34.14630651,-118.49504242,cherry plum (Prunus cerasifera),5,7
34.21596874,-118.41302905,olive (Olea europaea),9,11
34.20915279,-118.38335468,white mulberry (Morus alba),4,6
34.16002949,-118.40950163,European edible plum (Prunus domestica),6,8
34.19586211,-118.41040061,white mulberry (Morus alba),4,6
34.18472271,-118.41033730,citrus (Citrus spp.),11,4
34.18468408,-118.41021069,guava (Psidium guajava),8,11
34.14925745,-118.42193105,edible fig (Ficus carica),6,9
34.21480917,-118.55596052,olive (Olea europaea),9,11
34.21491957,-118.55588376,cherry plum (Prunus cerasifera),5,7
33.98795581,-118.28604271,avocado (Persea americana),10,5
34.14980167,-118.50114411,olive (Olea europaea),9,11
34.11667368,-118.35587736,southern California black walnut (Juglans californica),9,10
34.21469937,-118.56399012,apple (Malus domestica),8,10
34.21492311,-118.55580847,cherry plum (Prunus cerasifera),5,7
34.23493802,-118.42306542,edible fig (Ficus carica),6,9
34.22634257,-118.43540211,guava (Psidium guajava),8,11
34.21481053,-118.53888862,cherry plum (Prunus cerasifera),5,7
34.21642829,-118.46405469,cherry plum (Prunus cerasifera),5,7
34.21643340,-118.46402379,cherry plum (Prunus cerasifera),5,7
34.21488164,-118.39250267,olive (Olea europaea),9,11
34.06927227,-118.17399973,lemon (Citrus limon),11,4
34.14999100,-118.37699798,avocado (Persea americana),10,5
34.17750166,-118.44186224,citrus (Citrus spp.),11,4
34.08240631,-118.34751463,olive (Olea europaea),9,11
34.09867540,-118.25092539,southern California black walnut (Juglans californica),9,10
34.13532610,-118.41017149,southern California black walnut (Juglans californica),9,10
33.99287506,-118.46426435,cherry plum (Prunus cerasifera),5,7
34.15760162,-118.35209759,peach (Prunus persica),5,8
34.17663639,-118.43445361,pomegranate (Punica granatum),9,11
34.22720571,-118.43674591,peach (Prunus persica),5,8
34.21930600,-118.38655162,white mulberry (Morus alba),4,6
34.22941921,-118.43843530,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.21774219,-118.50889189,cherry plum (Prunus cerasifera),5,7
34.20353035,-118.43460146,edible loquat (Eriobotrya japonica),3,5
34.26579557,-118.41848516,white mulberry (Morus alba),4,6
34.25650963,-118.43171412,orange (Citrus sinensis),12,4
34.18933411,-118.53922427,European crabapple (Malus sylvestris),1,12
34.18507052,-118.38225580,white mulberry (Morus alba),4,6
34.14736901,-118.59280352,cherry plum (Prunus cerasifera),5,7
34.15913852,-118.59338923,lemon (Citrus limon),11,4
34.15753373,-118.45884920,edible fig (Ficus carica),6,9
34.15753586,-118.45872000,peach (Prunus persica),5,8
34.08388343,-118.26116169,ice cream bean tree (Inga edulis),1,12
34.18766521,-118.50785075,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.22988379,-118.44034106,edible loquat (Eriobotrya japonica),3,5
34.22817039,-118.43958007,cherry plum (Prunus cerasifera),5,7
34.20668715,-118.61092524,peach (Prunus persica),5,8
34.23701533,-118.44309577,edible loquat (Eriobotrya japonica),3,5
34.15870905,-118.49174361,olive (Olea europaea),9,11
34.27424329,-118.40520909,white mulberry (Morus alba),4,6
34.15941595,-118.38972943,cherry plum (Prunus cerasifera),5,7
34.18312838,-118.36760307,olive (Olea europaea),9,11
34.14990977,-118.38330456,cherry plum (Prunus cerasifera),5,7
34.07945676,-118.20830593,papaya (Carica papaya),1,12
34.15031404,-118.34965924,cherry plum (Prunus cerasifera),5,7
34.02678997,-118.21333935,Japanese edible plum (Prunus salicina),6,8
34.02353214,-118.21221934,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
33.98675666,-118.46202924,cherry plum (Prunus cerasifera),5,7
34.02466416,-118.40205993,edible loquat (Eriobotrya japonica),3,5
34.20426194,-118.55017747,edible loquat (Eriobotrya japonica),3,5
34.20210413,-118.55030905,citrus (Citrus spp.),11,4
34.04502227,-118.20120543,edible loquat (Eriobotrya japonica),3,5
34.21392095,-118.43640807,citrus (Citrus spp.),11,4
34.11040305,-118.21861568,southern California black walnut (Juglans californica),9,10
34.17367365,-118.36817204,white mulberry (Morus alba),4,6
34.17820390,-118.64989146,cherry plum (Prunus cerasifera),5,7
34.17612854,-118.42511872,edible fig (Ficus carica),6,9
34.19552240,-118.59197438,citrus (Citrus spp.),11,4
34.15138006,-118.47206304,citrus (Citrus spp.),11,4
34.19533902,-118.39757593,white mulberry (Morus alba),4,6
34.18980555,-118.42464545,edible loquat (Eriobotrya japonica),3,5
34.17789057,-118.42484776,citrus (Citrus spp.),11,4
34.04907111,-118.38028253,cherry plum (Prunus cerasifera),5,7
34.03146893,-118.33732149,apple (Malus domestica),8,10
34.26040773,-118.46847220,lemon (Citrus limon),11,4
33.99812449,-118.41432446,edible loquat (Eriobotrya japonica),3,5
34.04767662,-118.35969430,edible loquat (Eriobotrya japonica),3,5
34.17679179,-118.56909878,olive (Olea europaea),9,11
34.10917612,-118.17910149,pomegranate (Punica granatum),9,11
34.21969522,-118.59295795,edible fig (Ficus carica),6,9
33.99184416,-118.46773812,olive (Olea europaea),9,11
33.99182465,-118.46778090,guava (Psidium guajava),8,11
34.03113683,-118.38269870,olive (Olea europaea),9,11
34.20623145,-118.59292833,white mulberry (Morus alba),4,6
33.99289131,-118.45731842,edible loquat (Eriobotrya japonica),3,5
34.17717907,-118.52718608,kumquat (Citrus japonica),12,3
34.17725517,-118.52719327,European edible plum (Prunus domestica),6,8
34.14670220,-118.39723357,olive (Olea europaea),9,11
34.14670043,-118.39729061,olive (Olea europaea),9,11
34.14670220,-118.39733839,olive (Olea europaea),9,11
34.09779897,-118.40376295,lemon (Citrus limon),11,4
34.21246327,-118.42879443,peach (Prunus persica),5,8
34.09785565,-118.40379080,lemon (Citrus limon),11,4
34.25409613,-118.43504524,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.25978086,-118.44021349,grapefruit (Citrus paradisi),12,4
33.99230510,-118.45797368,peach (Prunus persica),5,8
34.15737671,-118.50916498,edible loquat (Eriobotrya japonica),3,5
34.26552291,-118.42312795,cherry plum (Prunus cerasifera),5,7
34.18001019,-118.39771243,edible fig (Ficus carica),6,9
34.18081807,-118.39756890,olive (Olea europaea),9,11
33.78639200,-118.24833850,edible loquat (Eriobotrya japonica),3,5
33.78360207,-118.30256620,peach (Prunus persica),5,8
34.06495408,-118.30672348,guava (Psidium guajava),8,11
34.26887446,-118.49868434,edible loquat (Eriobotrya japonica),3,5
34.23872536,-118.49801150,cherry plum (Prunus cerasifera),5,7
34.04986189,-118.38216907,Mexican lime (Citrus x aurantiifolia),7,10
33.93000183,-118.27645497,guava (Psidium guajava),8,11
34.04950272,-118.55767311,olive (Olea europaea),9,11
34.06216368,-118.38127543,apple (Malus domestica),8,10
34.04971812,-118.30640444,citrus (Citrus spp.),11,4
34.17690981,-118.56910507,cherry plum (Prunus cerasifera),5,7
34.05791210,-118.37941929,citrus (Citrus spp.),11,4
34.27607167,-118.50381731,Japanese edible plum (Prunus salicina),6,8
34.23752087,-118.50450362,cherry plum (Prunus cerasifera),5,7
34.26712876,-118.50329539,pomegranate (Punica granatum),9,11
34.05869438,-118.35926372,olive (Olea europaea),9,11
34.27605341,-118.50381731,apple (Malus domestica),8,10
34.03691272,-118.42207691,lemon (Citrus limon),11,4
34.03492811,-118.21547873,olive (Olea europaea),9,11
34.21770091,-118.42865052,white mulberry (Morus alba),4,6
