Latitude,Longitude,Species,SeasonStartMonth,SeasonEndMonth
34.05836564,-118.37080646,peach (Prunus persica),5,8
33.97244659,-118.39793377,pomegranate (Punica granatum),9,11
34.02793074,-118.33160105,olive (Olea europaea),9,11
34.02992184,-118.45282091,avocado (Persea americana),10,5
34.02035741,-118.31786325,apple (Malus domestica),8,10
33.97826557,-118.31842104,avocado (Persea americana),10,5
34.04702281,-118.47393845,citrus (Citrus spp.),11,4
33.97944831,-118.32351206,avocado (Persea americana),10,5
34.03941948,-118.32489826,avocado (Persea americana),10,5
34.03791187,-118.32515371,guava (Psidium guajava),8,11
34.03837569,-118.32475819,papaya (Carica papaya),1,12
34.03938705,-118.32489105,avocado (Persea americana),10,5
34.02061755,-118.32351232,edible loquat (Eriobotrya japonica),3,5
34.01299474,-118.32420297,edible pear (Pyrus communis),8,10
33.98187118,-118.32467308,guava (Psidium guajava),8,11
33.98307113,-118.32458177,olive (Olea europaea),9,11
33.99494605,-118.32546431,avocado (Persea americana),10,5
34.21838540,-118.51960520,edible loquat (Eriobotrya japonica),3,5
34.05990135,-118.35781538,citrus (Citrus spp.),11,4
34.05809861,-118.37501417,citrus (Citrus spp.),11,4
34.02850101,-118.35681331,orange (Citrus sinensis),12,4
34.06975515,-118.34749452,kumquat (Citrus japonica),12,3
34.20703186,-118.51979115,orange (Citrus sinensis),12,4
34.16051800,-118.52298197,citrus (Citrus spp.),11,4
34.19123366,-118.54034101,cherimoya (Annona cherimola),11,3
34.19131391,-118.54035179,cherimoya (Annona cherimola),11,3
34.19293703,-118.54014698,white sapote (Casimiroa edulis),11,3
34.23746049,-118.54037605,jackfruit (Artocarpus heterophyllus),7,9
33.96890677,-118.39008856,edible fig (Ficus carica),6,9
33.90758067,-118.29029181,peach (Prunus persica),5,8
33.90656032,-118.29030397,guava (Psidium guajava),8,11
33.99499145,-118.44023827,lemon (Citrus limon),11,4
33.99242631,-118.43816141,cherry plum (Prunus cerasifera),5,7
33.72526277,-118.29884409,guava (Psidium guajava),8,11
34.04052238,-118.41639237,citrus (Citrus spp.),11,4
33.90484805,-118.29065988,peach (Prunus persica),5,8
33.90659155,-118.29030096,cherimoya (Annona cherimola),11,3
33.90658031,-118.29030096,edible loquat (Eriobotrya japonica),3,5
33.97225006,-118.40939205,mango (Mangifera indica),7,9
33.97062506,-118.40885153,guava (Psidium guajava),8,11
33.96980342,-118.40861831,cherry plum (Prunus cerasifera),5,7
33.81158514,-118.30677721,cherry plum (Prunus cerasifera),5,7
34.28347483,-118.50687787,cherry plum (Prunus cerasifera),5,7
34.30372864,-118.41512664,citrus (Citrus spp.),11,4
34.30372099,-118.41510688,citrus (Citrus spp.),11,4
34.27065568,-118.30821900,edible loquat (Eriobotrya japonica),3,5
33.78325840,-118.27684705,cherry plum (Prunus cerasifera),5,7
33.78326648,-118.27881151,edible loquat (Eriobotrya japonica),3,5
33.78328744,-118.27685062,cherry plum (Prunus cerasifera),5,7
34.27662105,-118.45147787,peach (Prunus persica),5,8
34.27661341,-118.45148775,peach (Prunus persica),5,8
34.27461904,-118.45420426,avocado (Persea americana),10,5
34.23108721,-118.60462535,white mulberry (Morus alba),4,6
34.23092389,-118.60493347,peach (Prunus persica),5,8
34.23054540,-118.51346701,cherimoya (Annona cherimola),11,3
34.23073999,-118.53108028,olive (Olea europaea),9,11
34.27415687,-118.45485014,cherry plum (Prunus cerasifera),5,7
34.27457271,-118.45428241,avocado (Persea americana),10,5
34.26051618,-118.31671352,cherry plum (Prunus cerasifera),5,7
34.23099501,-118.46456239,citrus (Citrus spp.),11,4
34.27459662,-118.45424468,avocado (Persea americana),10,5
34.19772936,-118.53937353,peach (Prunus persica),5,8
34.19773025,-118.53956128,peach (Prunus persica),5,8
34.19733386,-118.55028357,olive (Olea europaea),9,11
34.19752630,-118.55585132,citrus (Citrus spp.),11,4
34.19752570,-118.55586839,peach (Prunus persica),5,8
34.19782327,-118.45301129,edible loquat (Eriobotrya japonica),3,5
34.19778025,-118.45301578,edible loquat (Eriobotrya japonica),3,5
34.19747704,-118.48182116,avocado (Persea americana),10,5
34.19484053,-118.63464795,white sapote (Casimiroa edulis),11,3
34.19497531,-118.55028896,pomegranate (Punica granatum),9,11
34.19483488,-118.55125195,guava (Psidium guajava),8,11
34.19749323,-118.57510851,avocado (Persea americana),10,5
34.19763908,-118.40786556,apricot (Prunus armeniaca),5,6
34.19750876,-118.44340201,white mulberry (Morus alba),4,6
34.19776473,-118.45084545,bay laurel (Umbellularia californica),1,12
34.19763596,-118.45291607,edible loquat (Eriobotrya japonica),3,5
34.19763515,-118.45289990,edible loquat (Eriobotrya japonica),3,5
34.19763767,-118.45290529,edible fig (Ficus carica),6,9
34.19799624,-118.45302207,white mulberry (Morus alba),4,6
34.19771628,-118.45302028,peach (Prunus persica),5,8
34.19772891,-118.45303106,citrus (Citrus spp.),11,4
34.19762660,-118.44939917,guava (Psidium guajava),8,11
34.17534179,-118.39411050,tamarind (Tamarindus indica),12,4
34.17534061,-118.39408269,tamarind (Tamarindus indica),12,4
34.17533058,-118.39412404,Chinese jujube (Ziziphus jujuba),8,10
34.17532409,-118.39438858,citrus (Citrus spp.),11,4
34.17532940,-118.39452620,lemon (Citrus limon),11,4
34.17533117,-118.39458253,kumquat (Citrus japonica),12,3
34.17528013,-118.39830317,edible fig (Ficus carica),6,9
34.19431283,-118.64417638,Japanese edible plum (Prunus salicina),6,8
34.17720084,-118.53899803,cherry plum (Prunus cerasifera),5,7
33.98660988,-118.41828864,Japanese edible plum (Prunus salicina),6,8
34.18987661,-118.63866072,bay laurel (Umbellularia californica),1,12
34.24911738,-118.28059281,white mulberry (Morus alba),4,6
34.22826176,-118.60495683,white mulberry (Morus alba),4,6
34.22613121,-118.38998729,edible loquat (Eriobotrya japonica),3,5
34.23148938,-118.38986602,olive (Olea europaea),9,11
34.22235321,-118.40239482,edible loquat (Eriobotrya japonica),3,5
34.22750922,-118.39606978,edible loquat (Eriobotrya japonica),3,5
34.22750395,-118.39605900,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.22752103,-118.39607697,edible loquat (Eriobotrya japonica),3,5
34.22655577,-118.39664291,guava (Psidium guajava),8,11
34.22654217,-118.39665638,guava (Psidium guajava),8,11
34.17284027,-118.61312881,edible loquat (Eriobotrya japonica),3,5
34.04177725,-118.34391719,cherimoya (Annona cherimola),11,3
34.04256598,-118.34706309,avocado (Persea americana),10,5
34.04417490,-118.35357857,citrus (Citrus spp.),11,4
34.04499741,-118.35741527,edible loquat (Eriobotrya japonica),3,5
34.04542109,-118.35859746,guava (Psidium guajava),8,11
34.04257722,-118.34709902,avocado (Persea americana),10,5
34.22394698,-118.39320236,white mulberry (Morus alba),4,6
34.04766135,-118.39760455,citrus (Citrus spp.),11,4
34.03463044,-118.38230087,white mulberry (Morus alba),4,6
34.30056078,-118.41311981,citrus (Citrus spp.),11,4
34.04765899,-118.39744768,citrus (Citrus spp.),11,4
34.23444048,-118.48631716,white mulberry (Morus alba),4,6
34.22556293,-118.39096915,guava (Psidium guajava),8,11
34.22557846,-118.39105000,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.22496628,-118.39180907,lemon (Citrus limon),11,4
34.22468574,-118.37050373,citrus (Citrus spp.),11,4
33.74696464,-118.28366810,guava (Psidium guajava),8,11
34.01817746,-118.31545220,peach (Prunus persica),5,8
34.07831828,-118.34790471,guava (Psidium guajava),8,11
34.22846519,-118.47978288,orange (Citrus sinensis),12,4
34.19138883,-118.55520436,olive (Olea europaea),9,11
34.18912365,-118.63446469,cherry plum (Prunus cerasifera),5,7
34.18921356,-118.63446739,cherry plum (Prunus cerasifera),5,7
34.18916824,-118.63446739,cherry plum (Prunus cerasifera),5,7
33.78683042,-118.27938888,white sapote (Casimiroa edulis),11,3
34.13364141,-118.23584447,peach (Prunus persica),5,8
34.18789460,-118.65301939,white mulberry (Morus alba),4,6
34.24477883,-118.49031743,white mulberry (Morus alba),4,6
34.24458590,-118.49629392,apricot (Prunus armeniaca),5,6
34.03515383,-118.38723858,cherry plum (Prunus cerasifera),5,7
34.24634336,-118.55038148,edible loquat (Eriobotrya japonica),3,5
33.72018573,-118.29774111,avocado (Persea americana),10,5
33.79108744,-118.28596238,edible loquat (Eriobotrya japonica),3,5
34.22233843,-118.40242357,edible loquat (Eriobotrya japonica),3,5
34.22238678,-118.40234811,edible loquat (Eriobotrya japonica),3,5
34.13356884,-118.23565403,peach (Prunus persica),5,8
34.17947843,-118.55041831,edible fig (Ficus carica),6,9
34.19931007,-118.45139253,apple (Malus domestica),8,10
34.19930049,-118.46785236,edible loquat (Eriobotrya japonica),3,5
34.27960996,-118.36488207,peach (Prunus persica),5,8
34.27952467,-118.36472936,Japanese edible plum (Prunus salicina),6,8
34.24922382,-118.57150806,Mandarin orange (Citrus reticulata),11,3
34.19132283,-118.56653589,orange (Citrus sinensis),12,4
34.29449448,-118.49461048,citrus (Citrus spp.),11,4
34.27810602,-118.35543359,apricot (Prunus armeniaca),5,6
34.27811010,-118.35546234,kumquat (Citrus japonica),12,3
34.27810542,-118.35540485,apricot (Prunus armeniaca),5,6
34.19100205,-118.56015336,guava (Psidium guajava),8,11
34.24908459,-118.57495041,avocado (Persea americana),10,5
34.09434529,-118.28387649,edible loquat (Eriobotrya japonica),3,5
34.09435883,-118.28389266,edible loquat (Eriobotrya japonica),3,5
34.26190182,-118.46336438,edible loquat (Eriobotrya japonica),3,5
34.19908190,-118.60034668,citrus (Citrus spp.),11,4
34.19901763,-118.60034668,citrus (Citrus spp.),11,4
34.02976521,-118.36217606,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.29321902,-118.45653718,peach (Prunus persica),5,8
34.19926029,-118.58011033,Black cherry (Prunus serotina),7,8
34.19927226,-118.57879340,avocado (Persea americana),10,5
34.24908221,-118.57496747,avocado (Persea americana),10,5
34.24908459,-118.57492705,Japanese edible plum (Prunus salicina),6,8
34.19061885,-118.44632962,citrus (Citrus spp.),11,4
34.19035611,-118.44646168,strawberry guava (Psidium cattleyanum),9,12
34.19040849,-118.44646886,mango (Mangifera indica),7,9
34.19062131,-118.44636286,citrus (Citrus spp.),11,4
34.10265212,-118.28481972,citrus (Citrus spp.),11,4
34.10275878,-118.28904989,edible loquat (Eriobotrya japonica),3,5
34.05603263,-118.43200192,citrus (Citrus spp.),11,4
34.24854001,-118.49864122,cherry plum (Prunus cerasifera),5,7
34.19062257,-118.44617152,citrus (Citrus spp.),11,4
34.30691722,-118.45363382,peach (Prunus persica),5,8
34.19061633,-118.44397694,citrus (Citrus spp.),11,4
34.19024286,-118.42661699,edible loquat (Eriobotrya japonica),3,5
34.20383949,-118.54589170,edible loquat (Eriobotrya japonica),3,5
34.19026308,-118.41593962,edible fig (Ficus carica),6,9
34.19038100,-118.41549495,edible loquat (Eriobotrya japonica),3,5
34.24908518,-118.57499083,avocado (Persea americana),10,5
34.30304861,-118.46629468,ice cream bean tree (Inga edulis),1,12
34.24918372,-118.57145865,lemon (Citrus limon),11,4
34.24908221,-118.57481027,apricot (Prunus armeniaca),5,6
34.24908459,-118.57482644,apricot (Prunus armeniaca),5,6
33.91981441,-118.28215820,edible loquat (Eriobotrya japonica),3,5
34.27334854,-118.51375268,olive (Olea europaea),9,11
34.32112645,-118.43793038,cherimoya (Annona cherimola),11,3
34.32100336,-118.43789893,edible loquat (Eriobotrya japonica),3,5
34.32101635,-118.43787558,cherimoya (Annona cherimola),11,3
34.32106583,-118.43781539,citrus (Citrus spp.),11,4
34.27295177,-118.49499945,cherry plum (Prunus cerasifera),5,7
34.26362551,-118.58795891,lemon (Citrus limon),11,4
34.30307940,-118.46625965,ice cream bean tree (Inga edulis),1,12
34.24871561,-118.45759652,cherry plum (Prunus cerasifera),5,7
34.27670419,-118.43719915,edible pear (Pyrus communis),8,10
34.19026278,-118.37747466,edible loquat (Eriobotrya japonica),3,5
34.19026456,-118.37742435,edible loquat (Eriobotrya japonica),3,5
34.30056731,-118.41311352,citrus (Citrus spp.),11,4
34.26596825,-118.31856619,citrus (Citrus spp.),11,4
34.26627526,-118.31950170,cherry plum (Prunus cerasifera),5,7
34.26627291,-118.31942826,cherry plum (Prunus cerasifera),5,7
34.01325051,-118.42433841,peach (Prunus persica),5,8
34.22139702,-118.54117375,avocado (Persea americana),10,5
34.10537764,-118.28257393,cherimoya (Annona cherimola),11,3
34.09587669,-118.27842731,edible loquat (Eriobotrya japonica),3,5
34.18572773,-118.55147833,edible fig (Ficus carica),6,9
34.18560475,-118.55202809,lemon (Citrus limon),11,4
34.18572989,-118.55544079,citrus (Citrus spp.),11,4
34.18572870,-118.55535366,citrus (Citrus spp.),11,4
34.18573278,-118.55537791,citrus (Citrus spp.),11,4
34.18573226,-118.55540756,citrus (Citrus spp.),11,4
34.18549402,-118.61721165,almond (Prunus dulcis),8,9
34.18548830,-118.61727543,almond (Prunus dulcis),8,9
34.18572788,-118.54760749,citrus (Citrus spp.),11,4
34.24812121,-118.37275401,Korean mulberry (Morus indica),4,6
34.26140865,-118.31870456,white mulberry (Morus alba),4,6
34.13537687,-118.21192144,cherry plum (Prunus cerasifera),5,7
34.13536483,-118.21185855,cherry plum (Prunus cerasifera),5,7
33.77640849,-118.28145888,papaya (Carica papaya),1,12
34.10776316,-118.28642142,grapefruit (Citrus paradisi),12,4
34.24844281,-118.37231653,edible loquat (Eriobotrya japonica),3,5
34.24852419,-118.37218807,Korean mulberry (Morus indica),4,6
34.24854684,-118.37216112,white mulberry (Morus alba),4,6
34.13694113,-118.21860850,white sapote (Casimiroa edulis),11,3
34.19534883,-118.46097486,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.26244454,-118.50621851,citrus (Citrus spp.),11,4
34.26244454,-118.50613945,citrus (Citrus spp.),11,4
34.26244572,-118.50619066,nectarine (Prunus persica var. nucipersica),6,8
34.26244513,-118.50616640,edible fig (Ficus carica),6,9
34.26265034,-118.50891615,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.24148689,-118.45433451,olive (Olea europaea),9,11
34.24148191,-118.45437134,olive (Olea europaea),9,11
34.24148755,-118.45439200,olive (Olea europaea),9,11
34.24148458,-118.45430217,olive (Olea europaea),9,11
34.03706953,-118.38712397,edible fig (Ficus carica),6,9
34.24148117,-118.45442883,olive (Olea europaea),9,11
34.24148971,-118.45473965,olive (Olea europaea),9,11
34.24148258,-118.45511605,avocado (Persea americana),10,5
34.24148755,-118.45532715,avocado (Persea americana),10,5
34.24149246,-118.47452594,edible loquat (Eriobotrya japonica),3,5
34.22917903,-118.36971231,pomegranate (Punica granatum),9,11
34.28197459,-118.38067805,Japanese edible plum (Prunus salicina),6,8
34.23015897,-118.36836753,Japanese persimmon (Diospyros kaki),10,12
34.23018415,-118.36833250,Mandarin orange (Citrus reticulata),11,3
34.22984666,-118.36856696,edible loquat (Eriobotrya japonica),3,5
34.04800226,-118.47333657,citrus (Citrus spp.),11,4
33.77650373,-118.27161120,olive (Olea europaea),9,11
34.10776197,-118.28637021,apple (Malus domestica),8,10
33.77649484,-118.27179730,olive (Olea europaea),9,11
33.77646106,-118.27234420,olive (Olea europaea),9,11
33.77645572,-118.27241622,olive (Olea europaea),9,11
34.29894671,-118.45420336,peach (Prunus persica),5,8
34.29941172,-118.45385212,peach (Prunus persica),5,8
34.29944155,-118.45382337,guava (Psidium guajava),8,11
34.29897952,-118.45416383,peach (Prunus persica),5,8
34.29891592,-118.45423929,peach (Prunus persica),5,8
34.29896460,-118.45418539,avocado (Persea americana),10,5
34.30063061,-118.41310184,peach (Prunus persica),5,8
34.26931380,-118.42718563,guava (Psidium guajava),8,11
34.26930199,-118.42720539,guava (Psidium guajava),8,11
34.26628770,-118.43080135,edible loquat (Eriobotrya japonica),3,5
34.27565486,-118.41760060,guava (Psidium guajava),8,11
34.27126553,-118.51320740,edible fig (Ficus carica),6,9
34.22920955,-118.47765118,citrus (Citrus spp.),11,4
34.22935178,-118.47868424,Japanese edible plum (Prunus salicina),6,8
34.22935178,-118.47864562,avocado (Persea americana),10,5
34.22935119,-118.47861238,guava (Psidium guajava),8,11
34.15065340,-118.62963176,edible fig (Ficus carica),6,9
34.22525291,-118.36155381,edible loquat (Eriobotrya japonica),3,5
34.12879882,-118.36686735,white sapote (Casimiroa edulis),11,3
34.17509360,-118.61129714,citrus (Citrus spp.),11,4
34.17509420,-118.61142380,citrus (Citrus spp.),11,4
34.18827892,-118.61364174,citrus (Citrus spp.),11,4
34.18826183,-118.61365791,citrus (Citrus spp.),11,4
34.18824474,-118.61367498,citrus (Citrus spp.),11,4
33.99595537,-118.42226820,edible loquat (Eriobotrya japonica),3,5
33.99560850,-118.42258715,avocado (Persea americana),10,5
33.99557409,-118.42268237,avocado (Persea americana),10,5
34.04862034,-118.42318902,edible loquat (Eriobotrya japonica),3,5
34.27690498,-118.41589021,grapefruit (Citrus paradisi),12,4
34.06674004,-118.36769411,pomegranate (Punica granatum),9,11
34.08445229,-118.30625263,pomegranate (Punica granatum),9,11
34.00590534,-118.44260737,olive (Olea europaea),9,11
34.00592550,-118.44262116,olive (Olea europaea),9,11
34.00594737,-118.44263114,olive (Olea europaea),9,11
34.00596747,-118.44264540,olive (Olea europaea),9,11
34.05468053,-118.49076389,avocado (Persea americana),10,5
34.19641454,-118.45519869,white mulberry (Morus alba),4,6
34.19716676,-118.45896622,edible loquat (Eriobotrya japonica),3,5
34.19716490,-118.45959325,almond (Prunus dulcis),8,9
34.19716661,-118.45961930,almond (Prunus dulcis),8,9
33.99360759,-118.41269505,avocado (Persea americana),10,5
33.99012683,-118.41682204,cherry plum (Prunus cerasifera),5,7
34.17316558,-118.52509541,citrus (Citrus spp.),11,4
34.17265721,-118.58548495,citrus (Citrus spp.),11,4
34.17265365,-118.58542925,citrus (Citrus spp.),11,4
34.24762874,-118.57143979,Mandarin orange (Citrus reticulata),11,3
34.26637991,-118.51311577,Chinese jujube (Ziziphus jujuba),8,10
34.16463652,-118.62921943,edible loquat (Eriobotrya japonica),3,5
34.06140701,-118.43798819,edible loquat (Eriobotrya japonica),3,5
34.06592710,-118.36372344,olive (Olea europaea),9,11
34.06593130,-118.36364611,olive (Olea europaea),9,11
34.24756659,-118.57148201,apple (Malus domestica),8,10
34.01061435,-118.30461201,cherry plum (Prunus cerasifera),5,7
34.07585587,-118.27506581,Japanese edible plum (Prunus salicina),6,8
34.06669491,-118.36203026,citrus (Citrus spp.),11,4
34.25217730,-118.30516250,edible loquat (Eriobotrya japonica),3,5
34.25217201,-118.30518146,avocado (Persea americana),10,5
33.99158285,-118.40714549,olive (Olea europaea),9,11
34.06658974,-118.36198377,citrus (Citrus spp.),11,4
34.06668454,-118.36196768,citrus (Citrus spp.),11,4
34.06669924,-118.36206678,Mandarin orange (Citrus reticulata),11,3
34.06668898,-118.36199986,Mandarin orange (Citrus reticulata),11,3
34.08423430,-118.26407223,cherry plum (Prunus cerasifera),5,7
34.08421860,-118.26401025,cherry plum (Prunus cerasifera),5,7
34.01560981,-118.31517105,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.27498381,-118.49966709,citrus (Citrus spp.),11,4
34.27498322,-118.49969674,citrus (Citrus spp.),11,4
34.27498440,-118.49960601,orange (Citrus sinensis),12,4
34.10368560,-118.28416575,citrus (Citrus spp.),11,4
34.10368084,-118.28421785,citrus (Citrus spp.),11,4
34.10368024,-118.28418012,citrus (Citrus spp.),11,4
34.10368024,-118.28419809,citrus (Citrus spp.),11,4
34.22674390,-118.62132324,citrus (Citrus spp.),11,4
34.01549147,-118.31198533,edible loquat (Eriobotrya japonica),3,5
34.22675512,-118.62140319,citrus (Citrus spp.),11,4
34.25282791,-118.56284381,lemon (Citrus limon),11,4
34.25386385,-118.50734050,cherry plum (Prunus cerasifera),5,7
34.25346461,-118.54220053,Java plum (Syzygium cumini),6,8
34.26365317,-118.32822937,edible loquat (Eriobotrya japonica),3,5
34.17480249,-118.40825812,citrus (Citrus spp.),11,4
34.17449049,-118.51579545,white mulberry (Morus alba),4,6
34.02317746,-118.43788333,olive (Olea europaea),9,11
34.02312191,-118.43801381,olive (Olea europaea),9,11
34.02304626,-118.43814715,olive (Olea europaea),9,11
34.22400819,-118.41884477,lemon (Citrus limon),11,4
34.01561086,-118.31513809,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.17463520,-118.52790204,peach (Prunus persica),5,8
34.00612653,-118.45327904,cherry plum (Prunus cerasifera),5,7
34.00610133,-118.45333983,cherry plum (Prunus cerasifera),5,7
34.22402289,-118.41882231,cherry plum (Prunus cerasifera),5,7
34.14613555,-118.59987955,lemon (Citrus limon),11,4
34.14612968,-118.59987506,avocado (Persea americana),10,5
34.22648461,-118.55071027,olive (Olea europaea),9,11
34.27053706,-118.56199221,peach (Prunus persica),5,8
34.22595741,-118.57998546,citrus (Citrus spp.),11,4
34.27054552,-118.56201916,peach (Prunus persica),5,8
34.22648986,-118.47897900,olive (Olea europaea),9,11
34.22620898,-118.39552989,edible loquat (Eriobotrya japonica),3,5
34.03121906,-118.39291779,guava (Psidium guajava),8,11
34.03127838,-118.39767528,guava (Psidium guajava),8,11
34.27050499,-118.56190597,peach (Prunus persica),5,8
34.24741335,-118.45648497,cherry plum (Prunus cerasifera),5,7
34.24736325,-118.45648212,cherry plum (Prunus cerasifera),5,7
34.24745932,-118.45648639,cherry plum (Prunus cerasifera),5,7
34.24731904,-118.45647855,cherry plum (Prunus cerasifera),5,7
34.17304555,-118.40631068,edible pear (Pyrus communis),8,10
34.22607781,-118.39182345,pomegranate (Punica granatum),9,11
34.22601705,-118.39167612,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.22600086,-118.39164738,avocado (Persea americana),10,5
34.22603770,-118.39168960,nectarine (Prunus persica var. nucipersica),6,8
34.22876689,-118.38996034,cherry plum (Prunus cerasifera),5,7
34.22137919,-118.36401071,edible loquat (Eriobotrya japonica),3,5
34.05841726,-118.43360624,edible loquat (Eriobotrya japonica),3,5
34.02188017,-118.40715785,avocado (Persea americana),10,5
33.78774352,-118.27684077,olive (Olea europaea),9,11
33.78774352,-118.27679585,olive (Olea europaea),9,11
34.22650942,-118.39329938,Java plum (Syzygium cumini),6,8
34.22550173,-118.39468009,guava (Psidium guajava),8,11
34.22448868,-118.39426686,lemon (Citrus limon),11,4
34.05649901,-118.44114370,peach (Prunus persica),5,8
34.01647267,-118.29629289,ice cream bean tree (Inga edulis),1,12
34.25478700,-118.51584575,cherry plum (Prunus cerasifera),5,7
34.25479413,-118.51604158,cherry plum (Prunus cerasifera),5,7
34.01638179,-118.30174208,guava (Psidium guajava),8,11
34.22131138,-118.36514258,edible loquat (Eriobotrya japonica),3,5
34.22137192,-118.36415174,peach (Prunus persica),5,8
34.22136568,-118.36410054,peach (Prunus persica),5,8
34.22141180,-118.36650173,white mulberry (Morus alba),4,6
34.22140163,-118.36874483,mango (Mangifera indica),7,9
34.22140475,-118.36877267,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.22177510,-118.40093955,cherry plum (Prunus cerasifera),5,7
34.06314140,-118.42525391,nectarine (Prunus persica var. nucipersica),6,8
33.78278702,-118.26578454,guava (Psidium guajava),8,11
34.01520523,-118.35754897,orange (Citrus sinensis),12,4
34.29368843,-118.46095420,cherry plum (Prunus cerasifera),5,7
34.30721010,-118.50265669,cherimoya (Annona cherimola),11,3
34.01518002,-118.35757812,Mexican lime (Citrus x aurantiifolia),7,10
34.13107110,-118.20252596,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.17299363,-118.39449097,citrus (Citrus spp.),11,4
34.23550299,-118.52304665,citrus (Citrus spp.),11,4
34.13307489,-118.21851148,citrus (Citrus spp.),11,4
34.13244665,-118.21191335,olive (Olea europaea),9,11
34.15192143,-118.36031144,citrus (Citrus spp.),11,4
34.15789922,-118.38111822,lemon (Citrus limon),11,4
34.22393213,-118.39481394,mango (Mangifera indica),7,9
34.27919933,-118.50522587,cherry plum (Prunus cerasifera),5,7
34.01638662,-118.30303117,avocado (Persea americana),10,5
34.22555640,-118.45888088,citrus (Citrus spp.),11,4
34.19139697,-118.55512121,olive (Olea europaea),9,11
34.07928002,-118.27247417,guava (Psidium guajava),8,11
34.08457110,-118.28492488,peach (Prunus persica),5,8
34.30494287,-118.44137452,avocado (Persea americana),10,5
34.02923535,-118.41790359,pomegranate (Punica granatum),9,11
34.02774342,-118.41978021,avocado (Persea americana),10,5
33.79719529,-118.26767472,avocado (Persea americana),10,5
34.30497997,-118.44133858,avocado (Persea americana),10,5
34.23861730,-118.42926343,guava (Psidium guajava),8,11
34.23714687,-118.43127835,citrus (Citrus spp.),11,4
34.23860706,-118.42928140,edible loquat (Eriobotrya japonica),3,5
33.78873865,-118.27600595,guava (Psidium guajava),8,11
34.17302961,-118.45822954,cherry plum (Prunus cerasifera),5,7
34.17301198,-118.42445203,orange (Citrus sinensis),12,4
34.17318168,-118.40559964,citrus (Citrus spp.),11,4
34.07636980,-118.26580239,avocado (Persea americana),10,5
34.20943561,-118.36533482,citrus (Citrus spp.),11,4
34.20943561,-118.36725273,apple (Malus domestica),8,10
34.20943747,-118.36516324,edible loquat (Eriobotrya japonica),3,5
34.20951473,-118.36815733,apple (Malus domestica),8,10
34.23713320,-118.43129542,citrus (Citrus spp.),11,4
34.23906987,-118.53964123,olive (Olea europaea),9,11
34.23905910,-118.55277998,cherry plum (Prunus cerasifera),5,7
34.23906029,-118.55285993,cherry plum (Prunus cerasifera),5,7
34.23906259,-118.55293539,cherry plum (Prunus cerasifera),5,7
34.23905910,-118.55281771,cherry plum (Prunus cerasifera),5,7
34.23905910,-118.55274944,cherry plum (Prunus cerasifera),5,7
34.00958429,-118.44126846,guava (Psidium guajava),8,11
34.10854302,-118.28579709,edible loquat (Eriobotrya japonica),3,5
34.23906029,-118.55289587,cherry plum (Prunus cerasifera),5,7
34.10185011,-118.28923494,white mulberry (Morus alba),4,6
34.04746747,-118.30409667,olive (Olea europaea),9,11
34.30456457,-118.45371827,citrus (Citrus spp.),11,4
34.22893430,-118.38972768,cherry plum (Prunus cerasifera),5,7
34.00861725,-118.45071703,lemon (Citrus limon),11,4
34.29653595,-118.46224867,olive (Olea europaea),9,11
34.30457347,-118.45373533,citrus (Citrus spp.),11,4
34.23537837,-118.43424010,Manila tamarind; guamuchil (Pithecellobium dulce),7,10
34.23503355,-118.43423111,edible loquat (Eriobotrya japonica),3,5
34.23649125,-118.43223685,citrus (Citrus spp.),11,4
34.23417777,-118.43522016,edible loquat (Eriobotrya japonica),3,5
34.02936551,-118.45152794,avocado (Persea americana),10,5
34.27706339,-118.45047984,strawberry guava (Psidium cattleyanum),9,12
34.25269448,-118.54820217,cherry plum (Prunus cerasifera),5,7
34.25285753,-118.54821744,cherry plum (Prunus cerasifera),5,7
34.25280273,-118.54821295,cherry plum (Prunus cerasifera),5,7
34.25275299,-118.54821564,cherry plum (Prunus cerasifera),5,7
34.03462875,-118.51064001,edible loquat (Eriobotrya japonica),3,5
34.20318554,-118.36579117,guava (Psidium guajava),8,11
34.09024360,-118.31454470,edible loquat (Eriobotrya japonica),3,5
34.08586433,-118.31471502,edible loquat (Eriobotrya japonica),3,5
34.08449223,-118.31470682,avocado (Persea americana),10,5
34.21058947,-118.62877027,pomegranate (Punica granatum),9,11
34.21379964,-118.62924728,olive (Olea europaea),9,11
34.07842651,-118.31425350,edible fig (Ficus carica),6,9
34.07843360,-118.31427418,edible fig (Ficus carica),6,9
34.27347177,-118.44667008,cherry plum (Prunus cerasifera),5,7
34.28646852,-118.41367895,white mulberry (Morus alba),4,6
34.06365825,-118.25875061,edible loquat (Eriobotrya japonica),3,5
34.09199979,-118.23618673,citrus (Citrus spp.),11,4
34.09196483,-118.23623524,citrus (Citrus spp.),11,4
